Geracao,Individuo 1,Individuo 2,Individuo 3,Individuo 4,Individuo 5,Individuo 6,Individuo 7,Individuo 8,Individuo 9,Individuo 10,Individuo 11,Individuo 12,Individuo 13,Individuo 14,Individuo 15,Individuo 16,Individuo 17,Individuo 18,Individuo 19,Individuo 20,Individuo 21,Individuo 22,Individuo 23,Individuo 24,Individuo 25,Individuo 26,Individuo 27,Individuo 28,Individuo 29,Individuo 30,Individuo 31,Individuo 32,Individuo 33,Individuo 34,Individuo 35,Individuo 36,Individuo 37,Individuo 38,Individuo 39,Individuo 40,Individuo 41,Individuo 42,Individuo 43,Individuo 44,Individuo 45,Individuo 46,Individuo 47,Individuo 48,Individuo 49,Individuo 50,Individuo 51,Individuo 52,Individuo 53,Individuo 54,Individuo 55,Individuo 56,Individuo 57,Individuo 58,Individuo 59,Individuo 60,Individuo 61,Individuo 62,Individuo 63,Individuo 64,Individuo 65,Individuo 66,Individuo 67,Individuo 68,Individuo 69,Individuo 70,Individuo 71,Individuo 72,Individuo 73,Individuo 74,Individuo 75,Individuo 76,Individuo 77,Individuo 78,Individuo 79,Individuo 80,Individuo 81,Individuo 82,Individuo 83,Individuo 84,Individuo 85,Individuo 86,Individuo 87,Individuo 88,Individuo 89,Individuo 90,Individuo 91,Individuo 92,Individuo 93,Individuo 94,Individuo 95,Individuo 96,Individuo 97,Individuo 98,Individuo 99,Individuo 100,Individuo 101,Individuo 102,Individuo 103,Individuo 104,Individuo 105,Individuo 106,Individuo 107,Individuo 108,Individuo 109,Individuo 110,Individuo 111,Individuo 112,Individuo 113,Individuo 114,Individuo 115,Individuo 116,Individuo 117,Individuo 118,Individuo 119,Individuo 120,Individuo 121,Individuo 122,Individuo 123,Individuo 124,Individuo 125,Individuo 126,Individuo 127,Individuo 128,Individuo 129,Individuo 130,Individuo 131,Individuo 132,Individuo 133,Individuo 134,Individuo 135,Individuo 136,Individuo 137,Individuo 138,Individuo 139,Individuo 140,Individuo 141,Individuo 142,Individuo 143,Individuo 144,Individuo 145,Individuo 146,Individuo 147,Individuo 148,Individuo 149,Individuo 150
84,136812,139810,140264,140485,140599,140924,166231,168452,171769,156802,163746,169541,186518,181231,161976,159860,167962,165539,175940,167132,173014,160731,167375,182914,180520,167381,159387,162319,175840,176637,171873,158570,167573,157621,159826,167055,170970,173230,165309,165373,173866,165006,168766,187527,162635,177015,171890,159248,176405,161858,176760,177752,152076,169638,160792,183557,155317,157883,159177,166719,165888,154748,171147,164295,163446,166229,169604,175030,166837,171097,166644,154915,169683,182117,165987,168611,165355,174883,164986,181542,164215,167338,157936,174186,170375,167657,162757,154661,163751,162989,160938,165616,169089,173022,149623,145475,175904,170984,154212,149975,169319,165575,165497,175620,156356,166809,175307,167131,174600,167932,171216,162252,165403,165250,175082,169975,162018,173609,163931,170494,164840,168529,165267,152457,171597,173868,189653,163864,155093,184032,146728,168101,163352,179141,175515,158057,167928,165423,158825,159237,162244,162219,170369,169895,164554,159852,179980,166479,172747,153363
85,136812,139810,140264,140485,140599,140924,170647,167458,179575,177311,162049,155649,169595,151840,160413,160670,159890,163467,168768,169252,187755,166130,180280,161794,186858,172353,166060,177797,176770,163760,176011,172195,167381,164254,164369,174254,172662,156356,157075,167805,172497,165465,167159,168211,165937,170212,164022,165149,167642,162640,163005,173944,156393,172944,178199,170673,171759,166755,159182,155518,161128,175475,180203,161520,156492,169415,173166,173431,164089,171840,173031,177563,159488,170856,160430,158289,174088,154688,165878,172346,178109,167127,175230,175019,172809,189593,170928,170075,174096,164960,177185,169692,174076,166003,175949,171970,164734,177477,163118,166102,180559,165486,174539,170067,170762,173952,165048,172195,171815,161389,177615,151960,159000,166565,168284,155619,161555,172831,172805,176967,172851,178620,157344,166539,160473,165724,167344,171617,162117,160013,166277,171631,162279,168598,175161,167794,159842,177375,163188,179058,159353,166840,159613,154168,178626,160950,162236,171046,172861,188243
86,136812,139810,140264,140485,140599,140924,161704,163357,153709,178540,164931,171998,166482,151238,159374,167236,168966,170590,187605,157441,169959,166278,175092,175125,166439,174404,174556,168175,167605,173616,174096,160139,167905,167645,175097,167346,179542,163156,174339,162313,173934,183062,162334,166006,151228,179617,164584,171030,166216,172226,160370,162604,174340,171676,187545,164479,167694,183424,170640,169859,170322,182182,181296,163305,166728,165621,181444,171210,180416,164790,171242,155654,169349,164482,185894,156959,163560,188751,163632,171235,172154,165730,167591,165475,164460,165144,169438,170864,165511,177542,172980,173445,169463,175434,166609,180108,169576,165877,172984,165131,178817,180436,168355,179165,170444,157021,173403,184518,181188,167923,162046,143948,172545,180446,156717,177624,154384,165893,172091,182532,158765,176436,165856,176977,155240,177944,174735,161826,181303,171135,157957,169012,165291,182476,176036,178663,167447,156163,169105,171697,171587,162096,170573,168111,184877,162421,174998,170309,172421,166938
87,136812,139810,140264,140485,140599,140924,174410,176695,177650,181985,165176,192258,157548,165933,172131,173511,168292,164621,175266,164061,168907,163955,189411,166815,178815,173622,173404,162510,159078,168595,169812,169358,164468,170387,156411,165083,185747,181708,169802,159090,174323,171936,178051,174137,166691,165384,171616,164203,189796,163617,182574,182173,151216,176676,175875,173694,171686,174786,168842,169500,166984,165096,169168,180384,164267,167689,150477,159251,165630,168684,176303,171909,177845,161019,165121,179161,174732,161091,170353,176537,168135,148856,174536,169616,174811,172578,169235,167138,164235,174825,148148,169908,169973,154838,167021,161415,170771,176251,169990,180063,165502,170497,168529,175460,168255,175169,188543,163103,176814,166124,167393,174650,156376,166745,167434,168195,184305,175897,174695,172243,176539,177643,172455,171216,164409,169671,157966,165734,171074,180607,175261,168784,175320,181282,188644,170369,173709,159414,174436,168809,163347,166045,172725,179746,180400,156126,170250,174124,158315,172377
88,136812,139810,140264,140485,140599,140924,168342,166875,167609,167293,169543,177392,149538,171011,163920,167575,170175,164313,177965,169070,168661,175614,181656,188600,165776,161536,177682,172716,171049,159895,183447,165205,166496,180778,173769,185357,187386,191585,180599,176423,186753,176962,167008,159572,179285,179799,171529,161950,162485,171237,166942,168599,174062,170676,161730,164349,186221,173166,169219,172793,169956,166089,169123,165106,167951,176083,170171,170382,188664,182444,174064,181785,172358,173267,172144,154291,179961,165645,166278,190826,175197,164988,157175,180053,160938,161848,182225,184116,177407,166061,161854,175360,177588,160107,179026,174826,192086,178966,178939,160219,171452,179287,173095,158975,183377,164956,158106,173844,175375,164470,176892,167755,166648,162259,169834,167234,173649,167816,174771,167566,169141,167036,170868,165940,153788,174550,167845,163341,173750,167902,174992,161852,163233,178424,180182,160763,164743,169832,172290,173599,166265,169452,166888,162185,155131,160679,171895,157066,166133,179048
89,136812,139810,140264,140485,140599,140924,189266,160668,179151,152178,168094,166888,164693,172297,166855,167884,166544,172484,164790,166544,181162,176486,176109,176871,170424,165446,166570,182771,160421,166966,172175,163870,177838,168733,176221,174158,156954,176553,168225,163764,167219,158598,158438,177711,180027,165878,159937,168843,148796,163651,167029,156773,181989,172162,181695,164927,174607,171476,188392,168273,157972,163324,172961,179528,158518,170618,178939,158276,155153,178405,157490,149695,175049,175995,179122,146450,171127,176861,160853,157334,173496,192161,156535,163808,160198,195918,160710,176997,172154,176280,169947,182529,171655,187390,171965,180963,175819,163841,167441,178275,169617,163037,166432,168845,164408,164224,181191,172828,171274,173413,185588,170947,172778,168006,175807,167453,170598,184414,183152,164005,178562,159475,154230,172727,180100,183947,170501,165914,164613,168461,172286,160242,170239,173119,179789,166971,168322,173615,162603,159812,160181,179619,155603,164339,186450,163346,172857,167831,169051,186492
90,136812,139810,140264,140485,140599,140924,162803,164515,174129,170305,164151,170735,187007,161295,157041,177876,178110,173278,183922,166612,165734,155829,171331,166711,180492,175920,171320,165272,168716,175352,176105,167576,175008,172355,164237,158381,179975,158114,183869,165064,167904,162269,179420,176893,160346,171918,163442,170836,165694,172621,155138,151514,158443,162452,162086,169087,164395,167015,165284,170269,154193,164245,170173,168381,167138,181595,174772,168827,170311,148167,163826,175998,163245,187160,172933,143638,189477,169319,167919,165127,178868,161118,167165,165215,160274,164372,178152,180844,175683,164947,177999,162069,179275,157465,179970,172321,162314,166567,170681,155453,179412,168071,186726,163104,183457,185871,182187,168357,173046,163395,159832,166483,178564,161459,175469,162289,175055,178414,184444,169193,164697,160335,169773,171568,179954,163506,168886,165812,169226,167718,157492,178115,170477,178993,163213,178512,171773,165140,174431,169766,168173,163996,163817,170521,166342,164661,171537,163283,180343,182053
91,136812,139810,140264,140485,140599,140924,152029,180889,159488,174392,163595,168666,166294,159344,187078,178175,176664,172017,175693,170806,170802,174118,165649,173487,176407,170903,172152,166022,182013,172419,175926,182311,157146,167332,174533,161641,171968,158835,163803,149211,180485,155505,169631,157229,179775,178691,182574,172137,150263,180635,162410,186626,172380,162075,156204,162216,172374,182581,174126,154756,150281,170716,175216,167863,165914,171850,164687,171175,175680,173978,188294,159599,173404,162298,168480,168930,172395,166302,166958,173840,179323,176487,172575,153974,164770,174773,170869,175865,164345,189252,185579,169835,156814,162225,168284,185549,179633,169973,179264,177937,164688,169754,185933,181275,179612,175510,174302,158569,180415,164710,176515,175022,157204,162904,180895,180164,166837,159701,172430,182927,175280,153252,165478,167709,155978,180461,171386,166802,186508,174551,171602,167419,159949,172778,176174,179955,173650,166241,166312,157809,179365,172521,170217,174720,150046,174384,171843,169588,163151,173456
92,136812,139810,140264,140485,140599,140924,185226,162565,154087,167780,156371,179758,165183,163270,181965,154231,169481,180811,158012,163029,158136,176716,171345,151903,180304,179819,170262,163792,176525,169816,177401,174053,162757,169977,153802,167609,157499,160440,156342,174753,153360,169138,171679,164285,164056,173739,174942,181857,184128,170308,182072,164901,168857,155338,176903,177007,186575,173791,183130,157561,179640,178083,171820,176305,168588,168954,170084,171644,163459,175099,171318,180231,179673,166218,170996,179468,160857,165692,174912,157504,160721,179138,170611,169029,172414,172688,162062,178955,165952,157541,173386,174866,181281,169394,180436,161682,185958,161215,172962,182260,166419,157664,176594,188143,172175,163289,170006,171724,177833,174083,174786,176283,164342,164209,177726,174884,176395,162635,155099,174302,157907,168325,175017,182809,170053,176585,170186,180791,159470,161476,169302,148377,173290,167021,164130,172400,178495,179058,160412,149818,167243,163202,190378,165670,162835,160593,160399,167606,171889,173252
93,136812,139810,140264,140485,140599,140924,164179,175399,159060,167971,164125,153483,163245,152996,185996,153675,176853,165141,176115,164215,180643,169855,170097,164707,153824,167072,173077,163102,179303,167532,171516,176792,177218,174083,162006,173772,162493,176001,168502,169898,175147,158379,166905,166642,170294,170399,165421,174668,160180,169264,158430,181536,179312,170902,171222,170602,162442,156252,156860,166753,181019,162395,167230,163501,164749,158336,174346,170132,153710,189937,173812,173138,171488,180841,183935,161441,180478,168134,176273,163444,176139,160569,166611,170964,159129,179583,182220,147886,168848,177704,169166,168364,176901,158664,164874,169895,157608,170004,164461,166833,168184,178281,175338,158457,166140,168611,171516,177696,170717,165950,155179,176770,176830,170766,169599,160467,180908,176616,173459,159230,173541,172331,173562,160474,168884,161213,181477,157892,174328,173361,173605,175003,161106,171056,166526,164197,171856,169916,173749,152816,165846,159312,176037,189692,176400,169433,173379,164716,159205,177254
94,136812,139810,140264,140485,140599,140924,170767,161832,165499,147942,168738,178416,172084,165124,172283,174689,179335,167801,172399,168864,169120,183423,173225,175173,168468,170585,173105,178594,174203,156277,169380,168844,172172,166494,177388,171825,185532,171083,175335,172163,159308,163894,156541,164808,177338,171782,179456,169810,172165,168917,160831,173411,171661,171577,156816,174798,156460,164530,170029,170001,180315,150808,163026,165780,175974,168146,160611,158271,167519,158731,163341,172060,179033,172107,161858,140048,170166,161593,168629,158464,167032,181447,167265,161158,171622,181376,165875,180391,162397,163803,176112,150147,189879,180778,183911,178552,176592,168126,163289,178639,167403,167546,159081,166459,163472,169191,161495,176555,157455,151375,179713,162128,167127,177192,165120,178139,173559,168380,172513,149423,163846,168479,177389,164854,159299,175051,168170,162827,175769,176219,179366,157805,175623,155390,179823,167774,160497,167548,170657,164482,166889,180332,173758,163262,170887,172490,159008,171484,175088,180417
95,136812,139810,140048,140264,140485,140599,168411,189794,159349,167238,171422,168818,151965,155947,169039,177554,173784,174300,152780,168667,168971,158449,177852,170136,167158,165486,166826,166695,166622,186095,164904,155037,174954,165664,169335,162705,158468,180388,150737,149030,152566,178674,164581,156992,151356,169631,174927,161644,165927,174165,166975,171441,168017,174440,161284,167330,167705,166298,168494,173282,172143,167131,165357,173083,170467,164275,158384,159633,173049,184164,161600,173062,148480,151448,171554,167330,151605,173222,182323,173227,166925,181391,168586,172942,171549,177424,180782,174772,162185,168953,172977,159915,157186,168711,163219,173693,164209,167254,188023,177477,175155,158957,172471,170677,160411,165123,180299,180512,172097,168994,169215,179954,170666,156003,164294,160936,166756,180141,165172,171704,176780,171630,174551,174544,158782,169640,161381,172827,164141,165764,169067,179508,179306,177399,170090,183602,176721,164826,177968,156353,158191,172919,165476,169010,156518,165656,159721,159508,174451,164345
